timestamp,value
2025-03-28 12:01:32,20.50
2025-03-28 12:01:37,20.00
2025-03-28 12:01:42,20.30
2025-03-28 12:01:42,20.30
2025-03-28 12:01:47,20.30
2025-03-28 12:01:47,20.30
2025-03-28 12:01:53,20.70
2025-03-28 12:01:58,20.20
2025-03-28 12:01:58,20.20
2025-03-28 12:02:03,20.60
2025-03-28 12:02:08,20.50
2025-03-28 12:02:13,20.90
2025-03-28 12:02:13,20.90
2025-03-28 12:02:18,20.80
2025-03-28 12:02:18,20.80
2025-03-28 12:02:23,20.40
2025-03-28 12:02:28,20.80
2025-03-28 12:02:28,20.80
2025-03-28 12:02:33,20.80
2025-03-28 12:02:33,20.80
2025-03-28 12:02:38,20.10
2025-03-28 12:02:43,20.20
2025-03-28 12:02:43,20.20
2025-03-28 12:02:48,20.10
2025-03-28 12:02:48,20.10
2025-03-28 12:02:53,20.20
2025-03-28 12:02:53,20.20
2025-03-28 12:02:58,20.10
2025-03-28 12:02:58,20.10
2025-03-28 12:03:03,20.10
2025-03-28 12:03:03,20.10
2025-03-28 12:03:08,20.30
2025-03-28 12:03:08,20.30
2025-03-28 12:03:13,20.60
2025-03-28 12:03:13,20.60
2025-03-28 12:03:18,20.50
2025-03-28 12:03:18,20.50
2025-03-28 12:03:23,20.00
2025-03-28 12:03:23,20.00
2025-03-28 12:03:28,20.20
2025-03-28 12:03:28,20.20
2025-03-28 12:03:33,20.10
2025-03-28 12:03:33,20.10
2025-03-28 12:03:38,20.00
2025-03-28 12:03:38,20.00
2025-03-28 12:03:43,20.50
2025-03-28 12:03:43,20.50
2025-03-28 12:03:48,20.00
2025-03-28 12:03:48,20.00
2025-03-28 12:03:53,20.60
2025-03-28 12:03:53,20.60
2025-03-28 12:03:58,20.70
2025-03-28 12:03:58,20.70
2025-03-28 12:04:03,20.10
2025-03-28 12:04:03,20.10
2025-03-28 12:04:08,20.10
2025-03-28 12:04:08,20.10
2025-03-28 12:04:13,20.30
2025-03-28 12:04:13,20.30
2025-03-28 12:04:18,20.80
2025-03-28 12:04:18,20.80
2025-03-28 12:04:23,20.80
2025-03-28 12:04:23,20.80
2025-03-28 12:04:28,20.10
2025-03-28 12:04:28,20.10
2025-03-28 12:04:33,20.20
2025-03-28 12:04:33,20.20
2025-03-28 12:04:38,20.90
2025-03-28 12:04:38,20.90
2025-03-28 12:04:43,20.50
2025-03-28 12:04:43,20.50
2025-03-28 12:04:49,20.10
2025-03-28 12:04:49,20.10
2025-03-28 12:04:54,20.10
2025-03-28 12:04:54,20.10
2025-03-28 12:04:59,20.00
2025-03-28 12:04:59,20.00
2025-03-28 12:05:04,20.40
2025-03-28 12:05:04,20.40
2025-03-28 12:05:09,20.80
2025-03-28 12:05:09,20.80
2025-03-28 12:05:14,20.30
2025-03-28 12:05:14,20.30
2025-03-28 12:05:19,20.60
2025-03-28 12:05:24,20.60
2025-03-28 12:05:24,20.60
2025-03-28 12:05:29,20.60
2025-03-28 12:05:29,20.60
2025-03-28 12:05:34,20.50
2025-03-28 12:05:34,20.50
2025-03-28 12:05:39,20.90
2025-03-28 12:05:39,20.90
2025-03-28 12:05:44,20.40
2025-03-28 12:05:44,20.40
2025-03-28 12:05:49,20.60
2025-03-28 12:05:49,20.60
2025-03-28 12:05:54,20.90
2025-03-28 12:05:54,20.90
2025-03-28 12:05:59,20.80
2025-03-28 12:05:59,20.80
2025-03-28 12:06:04,20.00
2025-03-28 12:06:09,20.50
2025-03-28 12:57:54,0.40
2025-03-28 12:57:54,0.40
2025-03-28 12:57:59,20.00
2025-03-28 12:57:59,20.00
2025-03-28 12:58:04,20.40
2025-03-28 12:58:09,20.40
2025-03-28 12:58:09,20.40
2025-03-28 12:58:14,20.00
2025-03-28 12:58:19,20.60
2025-03-28 12:58:24,20.10
2025-03-28 12:58:24,20.10
2025-03-28 12:58:29,20.70
2025-03-28 12:58:29,20.70
2025-03-28 12:58:34,20.90
2025-03-28 12:58:34,20.90
2025-03-28 12:58:39,20.70
2025-03-28 12:58:44,20.70
2025-03-28 12:58:44,20.70
2025-03-28 12:58:49,20.80
2025-03-28 12:58:49,20.80
2025-03-28 12:58:54,20.40
2025-03-28 12:58:54,20.40
2025-03-28 12:58:59,20.90
2025-03-28 12:58:59,20.90
2025-03-28 12:59:04,20.50
2025-03-28 12:59:04,20.50
2025-03-28 12:59:09,20.40
2025-03-28 12:59:09,20.40
2025-03-28 12:59:14,20.10
2025-03-28 12:59:14,20.10
2025-03-28 12:59:19,20.80
2025-03-28 12:59:19,20.80
2025-03-28 12:59:24,20.60
2025-03-28 12:59:24,20.60
2025-03-28 12:59:29,20.00
2025-03-28 12:59:29,20.00
2025-03-28 12:59:34,20.30
2025-03-28 12:59:34,20.30
2025-03-28 12:59:39,20.20
2025-03-28 12:59:39,20.20
2025-03-28 12:59:44,20.30
2025-03-28 12:59:44,20.30
2025-03-28 12:59:49,20.60
2025-03-28 12:59:49,20.60
2025-03-28 12:59:54,20.00
2025-03-28 12:59:54,20.00
2025-03-28 12:59:59,20.80
2025-03-28 12:59:59,20.80
2025-03-28 13:00:04,20.20
2025-03-28 13:00:04,20.20
2025-03-28 13:00:09,20.40
2025-03-28 13:00:09,20.40
2025-03-28 13:00:14,20.80
2025-03-28 13:00:14,20.80
2025-03-28 13:00:19,20.20
2025-03-28 13:00:19,20.20
2025-03-28 13:00:24,20.20
2025-03-28 13:00:24,20.20
2025-03-28 13:00:29,20.10
2025-03-28 13:00:29,20.10
2025-03-28 13:00:34,20.90
2025-03-28 13:00:34,20.90
2025-03-28 13:00:39,20.60
2025-03-28 13:00:39,20.60
2025-03-28 13:00:45,20.20
2025-03-28 13:00:45,20.20
2025-03-28 13:00:50,20.10
2025-03-28 13:00:55,20.00
2025-03-28 13:00:55,20.00
2025-03-28 13:01:00,20.80
2025-03-28 13:01:00,20.80
2025-03-28 13:01:05,20.40
2025-03-28 13:01:05,20.40
2025-03-28 13:01:10,20.10
2025-03-28 13:01:10,20.10
2025-03-28 13:01:15,20.80
2025-03-28 13:01:15,20.80
2025-03-28 13:01:20,20.10
2025-03-28 13:01:20,20.10
2025-03-28 13:01:25,20.80
2025-03-28 13:01:25,20.80
2025-03-28 13:01:30,20.60
2025-03-28 13:01:30,20.60
2025-03-28 13:01:35,20.30
2025-03-28 13:01:35,20.30
2025-03-28 13:01:40,20.60
2025-03-28 13:01:40,20.60
2025-03-28 13:01:45,20.10
2025-03-28 13:01:45,20.10
